Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Mouse	mmu_circAdk_002	mm10	chr14:21234832-21318183	+	453	NM_001243041	Adk	ENSMUSG00000039197	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Adk_0006,CIRCpedia:MMU_CIRCpedia_13179
Condition-independent	Mouse	mmu_circAdk_003	mm10	chr14:21318012-21318183	+	171	NM_001243041	Adk	ENSMUSG00000039197	5	3: RPF,cORF,m6A	circAtlas:mmu-Adk_0011,CIRCpedia:MMU_CIRCpedia_13205,TSCD:chr14:21318012-21318183
Condition-independent	Mouse	mmu_circAdk_004	mm10	chr14:21318012-21381617	+	322	NM_001243041	Adk	ENSMUSG00000039197	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Adk_0017,CIRCpedia:MMU_CIRCpedia_13206
Condition-independent	Mouse	mmu_circKat6b_001	mm10	chr14:21516625-21517498	+	873	NM_001205241	Kat6b	ENSMUSG00000021767	2	3: RPF,cORF,m6A	circAtlas:mmu-Kat6b_0029,circBase:mmu_circ_0000505,CIRCpedia:MMU_CIRCpedia_13282
Condition-independent	Mouse	mmu_circKat6b_002	mm10	chr14:21626718-21664748	+	1629	NM_001205241	Kat6b	ENSMUSG00000021767	1	3: RPF,cORF,m6A	circAtlas:mmu-Kat6b_0021,circBase:mmu_circ_0005113,CIRCpedia:MMU_CIRCpedia_13322
Condition-independent	Mouse	mmu_circArhgef3_001	mm10	chr14:27152961-27208955	+	161	NM_001289686	Arhgef3	ENSMUSG00000021895	1	3: RPF,cORF,m6A	circAtlas:mmu-intergenic_009511
Condition-independent	Mouse	mmu_circDcp1a_001	mm10	chr14:30482192-30484586	+	169	NM_133761	Dcp1a	ENSMUSG00000021962	3	4: RPF,cORF,MS,m6A	circAtlas:mmu-Dcp1a_0003,circBase:mmu_circ_0005173,CIRCpedia:MMU_CIRCpedia_15817
Condition-independent	Mouse	mmu_circGlud1_001	mm10	chr14:34334111-34340018	+	753	NM_008133	Glud1	ENSMUSG00000021794	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Glud1_0001
Condition-independent	Mouse	mmu_circTmem260_001	mm10	chr14:48480303-48485053	+	240	NM_172600	Tmem260	ENSMUSG00000036339	1	2: RPF,cORF	circAtlas:mmu-Tmem260_0010,circBase:mmu_circ_0000531,CIRCpedia:MMU_CIRCpedia_21338
Condition-independent	Mouse	mmu_circArhgef40_001	mm10	chr14:51994879-51996407	+	394	NM_198249	Arhgef40	ENSMUSG00000004562	1	3: RPF,cORF,m6A	circAtlas:mmu-Arhgef40_0001,circBase:mmu_circ_0005268,CIRCpedia:MMU_CIRCpedia_22250
Condition-independent	Mouse	mmu_circPspc1_001	mm10	chr14:56748834-56772006	-	789	NM_025682	Pspc1	ENSMUSG00000021938	2	3: RPF,cORF,m6A	circAtlas:mmu-Pspc1_0002,circBase:mmu_circ_0000541,CIRCpedia:MMU_CIRCpedia_23622
Condition-independent	Mouse	mmu_circPtk2b_001	mm10	chr14:66187442-66190234	-	347	NM_001162366	Ptk2b	ENSMUSG00000059456	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ptk2b_0001,circBase:mmu_circ_0005380,CIRCpedia:MMU_CIRCpedia_26456
Condition-independent	Mouse	mmu_circPtk2b_002	mm10	chr14:66213311-66213552	-	241	NM_001162366	Ptk2b	ENSMUSG00000059456	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ptk2b_0003,CIRCpedia:MMU_CIRCpedia_39253
Condition-independent	Mouse	mmu_circDpysl2_001	mm10	chr14:66862472-66865170	-	274	NM_009955	Dpysl2	ENSMUSG00000022048	1	3: RPF,cORF,m6A	circAtlas:mmu-Dpysl2_0002,CIRCpedia:MMU_CIRCpedia_26667
Condition-independent	Mouse	mmu_circFndc3a_001	mm10	chr14:72652015-72683771	-	214	NM_207636	Fndc3a	ENSMUSG00000033487	1	3: RPF,cORF,m6A	circAtlas:mmu-Fndc3a_0004,circBase:mmu_circ_0000554,CIRCpedia:MMU_CIRCpedia_28121
Condition-independent	Mouse	mmu_circSlc25a30_001	mm10	chr14:75770170-75771533	-	181	NM_026232	Slc25a30	ENSMUSG00000022003	1	3: RPF,cORF,MS	circAtlas:mmu-Slc25a30_0003,circBase:mmu_circ_0000556,CIRCpedia:MMU_CIRCpedia_29141,TSCD:chr14:75770170-75771533
Condition-independent	Mouse	mmu_circNaa16_001	mm10	chr14:79369077-79370097	-	203	NM_025832	Naa16	ENSMUSG00000022020	1	2: RPF,cORF	circAtlas:mmu-Naa16_0030,circBase:mmu_circ_0005462,CIRCpedia:MMU_CIRCpedia_30117
Condition-independent	Mouse	mmu_circElf1_001	mm10	chr14:79536122-79536422	+	300	NM_007920	Elf1	ENSMUSG00000036461	1	3: RPF,cORF,m6A	circAtlas:mmu-Elf1_0005,CIRCpedia:MMU_CIRCpedia_39266
Condition-independent	Mouse	mmu_circSlain1_001	mm10	chr14:103685668-103688403	+	492	NM_198014	Slain1	ENSMUSG00000055717	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Slain1_0003,CIRCpedia:MMU_CIRCpedia_1007
Condition-independent	Mouse	mmu_circMbnl2_001	mm10	chr14:120379149-120379314	+	165	NM_175341	Mbnl2	ENSMUSG00000022139	1	3: RPF,cORF,MS	circAtlas:mmu-Mbnl2_0004
Condition-independent	Mouse	mmu_circOxct1_001	mm10	chr15:4035259-4059996	+	654	NM_024188	Oxct1	ENSMUSG00000022186	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Oxct1_0003,circBase:mmu_circ_0005660,CIRCpedia:MMU_CIRCpedia_19333
Condition-independent	Mouse	mmu_circOxct1_002	mm10	chr15:4035259-4128923	+	1260	NM_024188	Oxct1	ENSMUSG00000022186	1	3: RPF,cORF,m6A	circAtlas:mmu-Oxct1_0038
Condition-independent	Mouse	mmu_circOxct1_003	mm10	chr15:4047464-4096520	+	821	NM_024188	Oxct1	ENSMUSG00000022186	1	3: RPF,cORF,m6A	circAtlas:mmu-Oxct1_0013,CIRCpedia:MMU_CIRCpedia_225900
Condition-independent	Mouse	mmu_circLifr_001	mm10	chr15:7154386-7159521	+	404	NM_013584	Lifr	ENSMUSG00000054263	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-Lifr_0001,CIRCpedia:MMU_CIRCpedia_39161
Condition-independent	Mouse	mmu_circRai14_001	mm10	chr15:10592071-10633266	-	700	NM_001166408	Rai14	ENSMUSG00000022246	1	3: RPF,cORF,m6A	circAtlas:mmu-Rai14_0016
Condition-independent	Mouse	mmu_circCpq_001	mm10	chr15:33249925-33381447	+	528	NM_018755	Cpq	ENSMUSG00000039007	3	3: RPF,cORF,m6A	circAtlas:mmu-Cpq_0002,CIRCpedia:MMU_CIRCpedia_39170
Condition-independent	Mouse	mmu_circCpq_002	mm10	chr15:33249925-33497364	+	822	NM_018755	Cpq	ENSMUSG00000039007	2	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_39171
Condition-independent	Mouse	mmu_circVps13b_001	mm10	chr15:35471882-35652366	+	496	NM_177151	Vps13b	ENSMUSG00000037646	1	2: RPF,cORF	circAtlas:mmu-Vps13b_0192
Condition-independent	Mouse	mmu_circOxr1_001	mm10	chr15:41535569-41535727	+	158	NM_001130166	Oxr1	ENSMUSG00000022307	1	3: RPF,cORF,MS	circAtlas:mmu-Oxr1_0041,CIRCpedia:MMU_CIRCpedia_214414
Condition-independent	Mouse	mmu_circDeptor_001	mm10	chr15:55149340-55151911	+	303	NM_145470	Deptor	ENSMUSG00000022419	2	3: RPF,cORF,MS	circAtlas:mmu-Deptor_0002,circBase:mmu_circ_0005703,CIRCpedia:MMU_CIRCpedia_23084
Condition-independent	Mouse	mmu_circDeptor_002	mm10	chr15:55208730-55218273	+	497	NM_145470	Deptor	ENSMUSG00000022419	1	3: RPF,cORF,m6A	circAtlas:mmu-Deptor_0001,circBase:mmu_circ_0005704,CIRCpedia:MMU_CIRCpedia_23097
Condition-independent	Mouse	mmu_circMtss1_001	mm10	chr15:58968838-58972560	-	252	NM_001146180	Mtss1	ENSMUSG00000022353	1	3: RPF,cORF,m6A	circAtlas:mmu-Mtss1_0001,circBase:mmu_circ_0000603,CIRCpedia:MMU_CIRCpedia_24332
Condition-independent	Mouse	mmu_circNdrg1_001	mm10	chr15:66959361-66960552	-	117	NM_008681	Ndrg1	ENSMUSG00000005125	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ndrg1_0010
Condition-independent	Mouse	mmu_circNrbp2_001	mm10	chr15:76090637-76090739	-	102	NM_001358359	Nrbp2	ENSMUSG00000075590	1	3: RPF,cORF,m6A	circBase:mmu_circ_0005795,CIRCpedia:MMU_CIRCpedia_29231
Condition-independent	Mouse	mmu_circGpt_001	mm10	chr15:76699235-76699348	+	113	NM_182805	Gpt	ENSMUSG00000022546	1	3: RPF,cORF,MS	CIRCpedia:MMU_CIRCpedia_29408
Condition-independent	Mouse	mmu_circApol7a_001	mm10	chr15:77392754-77393533	-	232	NM_029419	Apol7a	ENSMUSG00000010601	1	3: RPF,cORF,m6A	circAtlas:mmu-Apol7a_0001,CIRCpedia:MMU_CIRCpedia_211911
Condition-independent	Mouse	mmu_circMyh9_001	mm10	chr15:77773934-77774058	-	124	NM_022410	Myh9	ENSMUSG00000022443	1	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_29763
Condition-independent	Mouse	mmu_circCsf2rb2_001	mm10	chr15:78296975-78298378	-	364	NM_001287389	Csf2rb2	ENSMUSG00000071714	1	3: RPF,cORF,m6A	circAtlas:mmu-Csf2rb2_0001,CIRCpedia:MMU_CIRCpedia_228652
Condition-independent	Mouse	mmu_circMicall1_001	mm10	chr15:79114654-79115171	+	191	NM_177461	Micall1	ENSMUSG00000033039	1	3: RPF,cORF,m6A	circAtlas:mmu-Micall1_0002,circBase:mmu_circ_0000620,CIRCpedia:MMU_CIRCpedia_30075
Condition-independent	Mouse	mmu_circDdx17_001	mm10	chr15:79535956-79537545	-	233	NM_001040187	Ddx17	ENSMUSG00000055065	1	3: RPF,cORF,m6A	circAtlas:mmu-Ddx17_0018,circBase:mmu_circ_0005840,CIRCpedia:MMU_CIRCpedia_30187
Condition-independent	Mouse	mmu_circDdx17_002	mm10	chr15:79541033-79542586	-	234	NM_199079	Ddx17	ENSMUSG00000055065	1	3: RPF,cORF,m6A	circAtlas:mmu-Ddx17_0011,circBase:mmu_circ_0005842,CIRCpedia:MMU_CIRCpedia_30194
Condition-independent	Mouse	mmu_circEp300_001	mm10	chr15:81624524-81636843	+	334	NM_177821	Ep300	ENSMUSG00000055024	1	2: RPF,cORF	circAtlas:mmu-Ep300_0040
Condition-independent	Mouse	mmu_circTcf20_001	mm10	chr15:82851512-82857284	-	5772	NM_013836	Tcf20	ENSMUSG00000041852	8	3: RPF,cORF,m6A	circAtlas:mmu-Tcf20_0001,circBase:mmu_circ_0000629,CIRCpedia:MMU_CIRCpedia_31130
Condition-independent	Mouse	mmu_circAlg12_001	mm10	chr15:88811296-88812159	-	328	NM_001142357	Alg12	ENSMUSG00000035845	9	2: RPF,cORF	circAtlas:mmu-Alg12_0001,circBase:mmu_circ_0000635,CIRCpedia:MMU_CIRCpedia_33206
Condition-independent	Mouse	mmu_circPpp6r2_001	mm10	chr15:89268502-89269962	+	280	NM_026813	Ppp6r2	ENSMUSG00000036561	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ppp6r2_0003,circBase:mmu_circ_0000637,CIRCpedia:MMU_CIRCpedia_33406
Condition-independent	Mouse	mmu_circNcaph2_001	mm10	chr15:89370237-89370488	+	165	NM_001271601	Ncaph2	ENSMUSG00000008690	1	4: RPF,cORF,MS,m6A	CIRCpedia:MMU_CIRCpedia_212716
Condition-independent	Mouse	mmu_circCpne8_001	mm10	chr15:90568248-90601889	-	392	NM_025815	Cpne8	ENSMUSG00000052560	1	3: RPF,cORF,MS	circAtlas:mmu-Cpne8_0005,circBase:mmu_circ_0005967,CIRCpedia:MMU_CIRCpedia_33800
Condition-independent	Mouse	mmu_circCpne8_002	mm10	chr15:90568248-90619735	-	459	NM_001357979	Cpne8	ENSMUSG00000052560	1	3: RPF,cORF,MS	circAtlas:mmu-Cpne8_0002,circBase:mmu_circ_0005968,CIRCpedia:MMU_CIRCpedia_33801
Condition-independent	Mouse	mmu_circPphln1_001	mm10	chr15:93424013-93465245	+	672	NM_146062	Pphln1	ENSMUSG00000036167	1	3: RPF,cORF,m6A	circAtlas:mmu-Pphln1_0007,circBase:mmu_circ_0000640,CIRCpedia:MMU_CIRCpedia_34515
Condition-independent	Mouse	mmu_circNell2_001	mm10	chr15:95296158-95435430	-	490	NM_001356951	Nell2	ENSMUSG00000022454	1	2: RPF,cORF	circAtlas:mmu-Nell2_0007,CIRCpedia:MMU_CIRCpedia_35045
Condition-independent	Mouse	mmu_circSenp1_001	mm10	chr15:98084969-98087133	-	179	NM_144851	Senp1	ENSMUSG00000033075	1	2: RPF,cORF	circAtlas:mmu-Senp1_0009,circBase:mmu_circ_0000649,CIRCpedia:MMU_CIRCpedia_35730
Condition-independent	Mouse	mmu_circTmbim6_001	mm10	chr15:99401579-99402169	+	193	NM_026669	Tmbim6	ENSMUSG00000023010	3	4: RPF,cORF,MS,m6A	circAtlas:mmu-Tmbim6_0001,CIRCpedia:MMU_CIRCpedia_36128
Condition-independent	Mouse	mmu_circLitaf_001	mm10	chr16:10966424-10966649	-	225	NM_019980	Litaf	ENSMUSG00000022500	1	3: RPF,cORF,m6A	circAtlas:mmu-Litaf_0003
Condition-independent	Mouse	mmu_circRsl1d1_001	mm10	chr16:11201294-11202457	-	276	NM_025546	Rsl1d1	ENSMUSG00000005846	1	3: RPF,cORF,m6A	circAtlas:mmu-Rsl1d1_0016
Condition-independent	Mouse	mmu_circSnx29_001	mm10	chr16:11445164-11447508	+	193	NM_028964	Snx29	ENSMUSG00000071669	1	3: RPF,cORF,m6A	circAtlas:mmu-Snx29_0021,circBase:mmu_circ_0006062,CIRCpedia:MMU_CIRCpedia_3705
Condition-independent	Mouse	mmu_circPkp2_001	mm10	chr16:16230640-16247043	+	522	NM_026163	Pkp2	ENSMUSG00000041957	1	3: RPF,cORF,m6A	circAtlas:mmu-Pkp2_0006,CIRCpedia:MMU_CIRCpedia_11273
Condition-independent	Mouse	mmu_circMed15_001	mm10	chr16:17683158-17697694	-	170	NM_033609	Med15	ENSMUSG00000012114	1	3: RPF,cORF,m6A	circAtlas:mmu-Med15_0012,CIRCpedia:MMU_CIRCpedia_12056
Condition-independent	Mouse	mmu_circAhsg_001	mm10	chr16:22894324-22896609	+	441	NM_001276450	Ahsg	ENSMUSG00000022868	1	3: RPF,cORF,m6A	circAtlas:mmu-Ahsg_0001,CIRCpedia:MMU_CIRCpedia_39125
Condition-independent	Mouse	mmu_circEif4a2_001	mm10	chr16:23110579-23111263	+	282	NM_001347179	Eif4a2	ENSMUSG00000022884	4	4: RPF,cORF,MS,m6A	circAtlas:mmu-Eif4a2_0001,circBase:mmu_circ_0006166,CIRCpedia:MMU_CIRCpedia_13686
Condition-independent	Mouse	mmu_circLpp_001	mm10	chr16:24681745-24762276	+	810	NM_001145952	Lpp	ENSMUSG00000033306	1	3: RPF,cORF,m6A	circAtlas:mmu-Lpp_0022
Condition-independent	Mouse	mmu_circSenp5_001	mm10	chr16:31977679-31983873	-	371	NM_001357088	Senp5	ENSMUSG00000022772	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Senp5_0001,circBase:mmu_circ_0006191,CIRCpedia:MMU_CIRCpedia_16335
Condition-independent	Mouse	mmu_circLrch3_001	mm10	chr16:32950291-32961744	+	625	NM_001310674	Lrch3	ENSMUSG00000022801	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Lrch3_0001,circBase:mmu_circ_0000681,CIRCpedia:MMU_CIRCpedia_16720
Condition-independent	Mouse	mmu_circZfp148_001	mm10	chr16:33421320-33434974	+	567	NM_011749	Zfp148	ENSMUSG00000022811	4	3: RPF,cORF,m6A	circAtlas:mmu-Zfp148_0015,circBase:mmu_circ_0000684,CIRCpedia:MMU_CIRCpedia_16907
Condition-independent	Mouse	mmu_circHeg1_001	mm10	chr16:33725424-33742496	+	2211	NM_175256	Heg1	ENSMUSG00000075254	1	3: RPF,cORF,m6A	circAtlas:mmu-Heg1_0013,CIRCpedia:MMU_CIRCpedia_16965
Condition-independent	Mouse	mmu_circGsk3b_001	mm10	chr16:38219971-38228776	+	286	NM_001347232	Gsk3b	ENSMUSG00000022812	1	3: RPF,cORF,m6A	circAtlas:mmu-Gsk3b_0001,circBase:mmu_circ_0006266,CIRCpedia:MMU_CIRCpedia_18850
Condition-independent	Mouse	mmu_circLsamp_001	mm10	chr16:41955226-41955352	+	126	NM_001361282	Lsamp	ENSMUSG00000061080	1	3: RPF,cORF,m6A	circBase:mmu_circ_0006291,CIRCpedia:MMU_CIRCpedia_19762
Condition-independent	Mouse	mmu_circZbtb20_001	mm10	chr16:43577029-43577748	+	352	NM_019778	Zbtb20	ENSMUSG00000022708	1	3: RPF,cORF,m6A	circAtlas:mmu-Zbtb20_0002,CIRCpedia:MMU_CIRCpedia_20125
Condition-independent	Mouse	mmu_circGramd1c_001	mm10	chr16:44028678-44040158	-	366	NM_001359085	Gramd1c	ENSMUSG00000036292	1	2: RPF,cORF	circAtlas:mmu-intergenic_000037,circBase:mmu_circ_0006301
Condition-independent	Mouse	mmu_circDcbld2_001	mm10	chr16:58424560-58433463	+	366	NM_028523	Dcbld2	ENSMUSG00000035107	1	3: RPF,cORF,m6A	circAtlas:mmu-Dcbld2_0007,circBase:mmu_circ_0000693,CIRCpedia:MMU_CIRCpedia_24147
Condition-independent	Mouse	mmu_circNrip1_001	mm10	chr16:76330745-76352549	-	197	NM_173440	Nrip1	ENSMUSG00000048490	2	3: RPF,cORF,m6A	circAtlas:mmu-Nrip1_0002,circBase:mmu_circ_0000702,CIRCpedia:MMU_CIRCpedia_29317
Condition-independent	Mouse	mmu_circApp_001	mm10	chr16:85013626-85030365	-	597	NM_001198826	App	ENSMUSG00000022892	2	3: RPF,cORF,m6A	circAtlas:mmu-App_0003,circBase:mmu_circ_0000705,CIRCpedia:MMU_CIRCpedia_31915
Condition-independent	Mouse	mmu_circApp_002	mm10	chr16:85120529-85120697	-	168	NM_001198826	App	ENSMUSG00000022892	2	4: RPF,cORF,MS,m6A	circAtlas:mmu-App_0024,CIRCpedia:MMU_CIRCpedia_31984,TSCD:chr16:85120529-85120697
Condition-independent	Mouse	mmu_circRunx1_001	mm10	chr16:92644153-92668812	-	297	NM_001111021	Runx1	ENSMUSG00000022952	1	3: RPF,cORF,m6A	circAtlas:mmu-Runx1_0001,CIRCpedia:MMU_CIRCpedia_40436
Condition-independent	Mouse	mmu_circTtc3_001	mm10	chr16:94383911-94393174	+	856	NM_009441	Ttc3	ENSMUSG00000040785	1	3: RPF,cORF,m6A	circAtlas:mmu-Ttc3_0010,circBase:mmu_circ_0000713,CIRCpedia:MMU_CIRCpedia_34779
Condition-independent	Mouse	mmu_circTtc3_002	mm10	chr16:94383911-94403368	+	911	NM_009441	Ttc3	ENSMUSG00000040785	2	3: RPF,cORF,m6A	circAtlas:mmu-Ttc3_0028,circBase:mmu_circ_0000714,CIRCpedia:MMU_CIRCpedia_34780
Condition-independent	Mouse	mmu_circTtc3_003	mm10	chr16:94388264-94393174	+	365	NM_009441	Ttc3	ENSMUSG00000040785	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Ttc3_0020,circBase:mmu_circ_0006480,CIRCpedia:MMU_CIRCpedia_34790
Condition-independent	Mouse	mmu_circQk_001	mm10	chr17:10282838-10282981	-	143	NM_001159517	Qk	ENSMUSG00000062078	1	3: RPF,cORF,m6A	circAtlas:mmu-Qk_0003,CIRCpedia:MMU_CIRCpedia_780
Condition-independent	Mouse	mmu_circAcat3_001	mm10	chr17:12925267-12928638	-	533	NM_153151	Acat3	ENSMUSG00000062480	1	2: RPF,cORF	circAtlas:mmu-Acat3_0001,CIRCpedia:MMU_CIRCpedia_39053
Condition-independent	Mouse	mmu_circZfp948_001	mm10	chr17:21569048-21584906	+	419	NM_001002008	Zfp948	ENSMUSG00000067931	1	3: RPF,cORF,m6A	circAtlas:mmu-Zfp948_0002,CIRCpedia:MMU_CIRCpedia_13297
Condition-independent	Mouse	mmu_circFlywch1_001	mm10	chr17:23755653-23756810	-	555	NM_001357993	Flywch1	ENSMUSG00000040097	49	3: RPF,cORF,m6A	circAtlas:mmu-Flywch1_0007,TSCD:chr17:23755653-23756810
Condition-independent	Mouse	mmu_circFlywch1_002	mm10	chr17:23755653-23770332	-	2199	NM_001357993	Flywch1	ENSMUSG00000040097	3	3: RPF,cORF,m6A	circAtlas:mmu-Flywch1_0005
Condition-independent	Mouse	mmu_circTraf7_001	mm10	chr17:24509531-24509651	-	120	NM_001172114	Traf7	ENSMUSG00000052752	1	2: RPF,cORF	CIRCpedia:MMU_CIRCpedia_14144
Condition-independent	Mouse	mmu_circCyp4f14_001	mm10	chr17:32907646-32908036	-	197	NM_022434	Cyp4f14	ENSMUSG00000024292	1	2: RPF,cORF	circAtlas:mmu-Cyp4f14_0001,CIRCpedia:MMU_CIRCpedia_39067
Condition-independent	Mouse	mmu_circBtnl1_001	mm10	chr17:34380960-34382488	+	558	NM_001111094	Btnl1	ENSMUSG00000062638	1	2: RPF,cORF	circAtlas:mmu-Btnl1_0001
Condition-independent	Mouse	mmu_circC4a_001	mm10	chr17:34812822-34814867	-	983	NM_011413	C4a	ENSMUSG00000015451	1	3: RPF,cORF,m6A	circAtlas:mmu-C4a_0006
Condition-independent	Mouse	mmu_circVars_001	mm10	chr17:35013264-35013747	+	231	NM_011690	Vars	ENSMUSG00000007029	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Vars_0001,circBase:mmu_circ_0006722,CIRCpedia:MMU_CIRCpedia_17580,TSCD:chr17:35013264-35013747
Condition-independent	Mouse	mmu_circH2-L_001	mm10	chr17:35266481-35266726	+	72	NM_001267808	H2-L	NA	1	3: RPF,cORF,MS	circAtlas:mmu-H2-D1_0009
Condition-independent	Mouse	mmu_circMdc1_001	mm10	chr17:35844431-35849099	+	2101	NM_001010833	Mdc1	ENSMUSG00000061607	1	3: RPF,cORF,m6A	circAtlas:mmu-Mdc1_0013,CIRCpedia:MMU_CIRCpedia_219427
Condition-independent	Mouse	mmu_circCd2ap_001	mm10	chr17:42845325-42852528	-	315	NM_009847	Cd2ap	ENSMUSG00000061665	3	3: RPF,cORF,m6A	circAtlas:mmu-Cd2ap_0001,circBase:mmu_circ_0006764,CIRCpedia:MMU_CIRCpedia_19949
Condition-independent	Mouse	mmu_circCdc5l_001	mm10	chr17:45404593-45417089	-	1333	NM_152810	Cdc5l	ENSMUSG00000023932	1	3: RPF,cORF,m6A	circAtlas:mmu-Cdc5l_0003,CIRCpedia:MMU_CIRCpedia_212025
Condition-independent	Mouse	mmu_circHsp90ab1_001	mm10	chr17:45570257-45571911	-	957	NM_008302	Hsp90ab1	ENSMUSG00000023944	2	3: RPF,cORF,m6A	circAtlas:mmu-Hsp90ab1_0019
Condition-independent	Mouse	mmu_circRftn1_001	mm10	chr17:50107069-50169159	-	344	NM_181397	Rftn1	ENSMUSG00000039316	2	3: RPF,cORF,m6A	circAtlas:mmu-Rftn1_0011,CIRCpedia:MMU_CIRCpedia_216013
Condition-independent	Mouse	mmu_circSatb1_001	mm10	chr17:51767891-51775418	-	369	NM_001163632	Satb1	ENSMUSG00000023927	1	3: RPF,cORF,m6A	circAtlas:mmu-Satb1_0001,CIRCpedia:MMU_CIRCpedia_22188,TSCD:chr17:51767891-51775418
Condition-independent	Mouse	mmu_circSatb1_002	mm10	chr17:51767891-51809287	-	791	NM_001163632	Satb1	ENSMUSG00000023927	1	2: RPF,cORF	circAtlas:mmu-Satb1_0009,circBase:mmu_circ_0006823,CIRCpedia:MMU_CIRCpedia_22191
Condition-independent	Mouse	mmu_circAdgre1_001	mm10	chr17:57406833-57408495	+	297	NM_010130	Adgre1	ENSMUSG00000004730	2	2: RPF,cORF	circAtlas:mmu-Emr1_0003,CIRCpedia:MMU_CIRCpedia_23819
Condition-independent	Mouse	mmu_circAdgre1_002	mm10	chr17:57419321-57420524	+	262	NM_010130	Adgre1	ENSMUSG00000004730	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Emr1_0001,CIRCpedia:MMU_CIRCpedia_23820
Condition-independent	Mouse	mmu_circMan2a1_001	mm10	chr17:64740679-64740883	+	204	NM_008549	Man2a1	ENSMUSG00000024085	1	3: RPF,cORF,m6A	circAtlas:mmu-Man2a1_0037,TSCD:chr17:64740679-64740883
Condition-independent	Mouse	mmu_circAnkrd12_001	mm10	chr17:65976020-65979600	-	243	NM_001025572	Ankrd12	ENSMUSG00000034647	1	3: RPF,cORF,m6A	circAtlas:mmu-Ankrd12_0010,circBase:mmu_circ_0006936,CIRCpedia:MMU_CIRCpedia_26372
Condition-independent	Mouse	mmu_circAnkrd12_002	mm10	chr17:66037492-66053091	-	502	NM_001025572	Ankrd12	ENSMUSG00000034647	3	3: RPF,cORF,m6A	CIRCpedia:MMU_CIRCpedia_26417
Condition-independent	Mouse	mmu_circMtcl1_001	mm10	chr17:66436079-66438391	-	384	NM_001114098	Mtcl1	ENSMUSG00000052105	1	3: RPF,cORF,m6A	circAtlas:mmu-Mtcl1_0006,circBase:mmu_circ_0006941,CIRCpedia:MMU_CIRCpedia_26526
Condition-independent	Mouse	mmu_circSmchd1_001	mm10	chr17:71455604-71465669	-	452	NM_028887	Smchd1	ENSMUSG00000024054	1	3: RPF,cORF,m6A	circAtlas:mmu-Smchd1_0001,circBase:mmu_circ_0006968,CIRCpedia:MMU_CIRCpedia_27828
Condition-independent	Mouse	mmu_circBirc6_001	mm10	chr17:74618435-74640342	+	2439	NM_007566	Birc6	ENSMUSG00000024073	1	3: RPF,cORF,m6A	circAtlas:mmu-Birc6_0093,CIRCpedia:MMU_CIRCpedia_28806
Condition-independent	Mouse	mmu_circCrim1_001	mm10	chr17:78237741-78237915	+	174	NM_015800	Crim1	ENSMUSG00000024074	2	3: RPF,cORF,m6A	circAtlas:mmu-Crim1_0005,circBase:mmu_circ_0007016,CIRCpedia:MMU_CIRCpedia_29835
Condition-independent	Mouse	mmu_circCrim1_002	mm10	chr17:78279972-78281366	+	364	NM_015800	Crim1	ENSMUSG00000024074	1	4: RPF,cORF,MS,m6A	circAtlas:mmu-Crim1_0002,circBase:mmu_circ_0007022,CIRCpedia:MMU_CIRCpedia_36682
Condition-independent	Mouse	mmu_circRmdn2_001	mm10	chr17:79650301-79659473	+	339	NM_001368314	Rmdn2	ENSMUSG00000036368	1	3: RPF,cORF,m6A	circAtlas:mmu-Rmdn2_0001,circBase:mmu_circ_0007033,CIRCpedia:MMU_CIRCpedia_30225
Condition-independent	Mouse	mmu_circHnrnpll_001	mm10	chr17:80044493-80053641	-	644	NR_152119	Hnrnpll	ENSMUSG00000024095	1	2: RPF,cORF	circAtlas:mmu-Hnrnpll_0003,circBase:mmu_circ_0000819,CIRCpedia:MMU_CIRCpedia_30319
Condition-independent	Mouse	mmu_circSlc8a1_001	mm10	chr17:81408066-81408342	-	276	NM_011406	Slc8a1	ENSMUSG00000054640	1	2: RPF,cORF	circAtlas:mmu-Slc8a1_0013,CIRCpedia:MMU_CIRCpedia_30807
Condition-independent	Mouse	mmu_circSlc8a1_002	mm10	chr17:81428181-81444972	-	335	NR_104580	Slc8a1	ENSMUSG00000054640	1	2: RPF,cORF	circAtlas:mmu-Slc8a1_0004
